DICT,EX,ID,LIST,REG
"{'Description': 'A network share object was accessed.', 'SubjectSID': 'ACME-FR\\Administrator', 'SubjectAccountName': 'Administrator', 'SubjectAccountDomain': 'ACME-FR', 'SubjectLogonID': '0x74a739', 'NetworkInformationSourceAddress': '10.42.42.221', 'NetworkInformationSourcePort': '65097', 'NetworkInformationShareName': '\\\\*\\Dharma Initiative Protocols '}",A network share object was accessed. Subject:  Security ID:  ACME-FR\Administrator Account Name:  Administrator Account Domain:  ACME-FR Logon ID:  0x74a739 Network Information:  Source Address:  10.42.42.221 Source Port:  65097 Share Name:  \\*\Dharma Initiative Protocols ,5140,"['A network share object was accessed.', 'Subject:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x74a739', 'Network Information:', ' Source Address:  10.42.42.221', 'Source Port:  65097', 'Share Name:  \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Dharma Initiative Protocols']",(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Network Information:(?:\s+|\S) Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Share Name:(?:\s+|\S)(?P<NetworkInformationShareName>.*)
"{'Description': 'A directory service object was deleted.', 'SubjectSID': 'ACME\\administrator', 'SubjectAccountName': 'administrator', 'SubjectAccountDomain': 'ACME', 'SubjectLogonID': '0x30999', 'DirectoryServiceName': 'acme.com', 'DirectoryServiceType': 'Active Directory Domain Services', 'ObjectDN': 'CN={8F8DF4A9-5B21-4A27-9BA6- 1AECC663E843},CN=Policies,CN=System,DC=acme,DC=com', 'ObjectGUID': 'CN={8F8DF4A9-5B21-4A27-9BA6-1AECC663E843}\\0ADEL:291d5001- 782a-4b3c-a319-87c060621b0e,CN=Deleted Objects,DC=acme,DC=com', 'ObjectClass': 'groupPolicyContainer', 'OperationTreeDelete': 'No', 'OperationCorrelationID': '{140c9cef-8dc1-48f4-8b4a-de79230731a6}', 'OperationApplicationCorrelationID': '-  '}","A directory service object was deleted. Subject:  Security ID:  ACME\administrator Account Name:  administrator Account Domain:  ACME Logon ID:  0x30999 Directory Service:  Name: acme.com Type: Active Directory Domain Services Object:  DN: CN={8F8DF4A9-5B21-4A27-9BA6- 1AECC663E843},CN=Policies,CN=System,DC=acme,DC=com GUID: CN={8F8DF4A9-5B21-4A27-9BA6-1AECC663E843}\0ADEL:291d5001- 782a-4b3c-a319-87c060621b0e,CN=Deleted Objects,DC=acme,DC=com Class: groupPolicyContainer Operation:  Tree Delete: No Correlation ID: {140c9cef-8dc1-48f4-8b4a-de79230731a6} Application Correlation ID: -  ",5141,"['A directory service object was deleted.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME', 'Logon ID:  0x30999', 'Directory Service:', ' Name: acme.com', 'Type: Active Directory Domain Services', 'Object:', ' DN: CN={8F8DF4A9-5B21-4A27-9BA6- 1AECC663E843},CN=Policies,CN=System,DC=acme,DC=com', 'GUID: CN={8F8DF4A9-5B21-4A27-9BA6-1AECC663E843}\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\0ADEL:291d5001- 782a-4b3c-a319-87c060621b0e,CN=Deleted Objects,DC=acme,DC=com', 'Class: groupPolicyContainer', 'Operation:', ' Tree Delete: No', 'Correlation ID: {140c9cef-8dc1-48f4-8b4a-de79230731a6}', 'Application Correlation ID: -']",(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Directory Service:(?:\s+|\S) Name:(?:\s+|\S)(?P<DirectoryServiceName>.*)\s+Type:(?:\s+|\S)(?P<DirectoryServiceType>.*)\s+Object:(?:\s+|\S) DN:(?:\s+|\S)(?P<ObjectDN>.*)\s+GUID:(?:\s+|\S)(?P<ObjectGUID>.*)\s+Class:(?:\s+|\S)(?P<ObjectClass>.*)\s+Operation:(?:\s+|\S) Tree Delete:(?:\s+|\S)(?P<OperationTreeDelete>.*)\s+Correlation ID:(?:\s+|\S)(?P<OperationCorrelationID>.*)\s+Application Correlation ID:(?:\s+|\S)(?P<OperationApplicationCorrelationID>.*)
"{'Description': 'A network share object was added. ', 'SubjectSID': 'W8R2\\wsmith', 'SubjectAccountName': 'wsmith', 'SubjectAccountDomain': 'W8R2', 'SubjectLogonID': '0x475b7', 'SubjectShareInformation': '', 'SubjectShareName': '\\\\*\\AcmeAccounting', 'SubjectSharePath': 'C:\\AcmeAccounting '}",A network share object was added.  Subject: Security ID: W8R2\wsmith Account Name: wsmith Account Domain: W8R2 Logon ID: 0x475b7 Share Information:  Share Name: \\*\AcmeAccounting Share Path: C:\AcmeAccounting ,5142,"['A network share object was added.', 'Subject:', 'Security ID: W8R2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: W8R2', 'Logon ID: 0x475b7', 'Share Information: ', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\AcmeAccounting', 'Share Path: C:\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\AcmeAccounting']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Share Information:(?:\s+|\S)(?P<SubjectShareInformation>.*)\s+Share Name:(?:\s+|\S)(?P<SubjectShareName>.*)\s+Share Path:(?:\s+|\S)(?P<SubjectSharePath>.*)
"{'Description': 'A network share object was modified. ', 'SubjectSID': 'W8R2\\wsmith', 'SubjectAccountName': 'wsmith', 'SubjectAccountDomain': 'W8R2', 'SubjectLogonID': '0x475b7', 'ShareInformationObjectType': 'Directory', 'ShareInformationShareName': '\\\\*\\AcmeAccounting', 'ShareInformationSharePath': 'C:\\AcmeAccounting', 'ShareInformationOldRemark': 'N/A', 'ShareInformationNewRemark': 'N/A', 'ShareInformationOldMaxUsers': '0xffffffff', 'ShareInformationNewMaxusers': '0xffffffff', 'ShareInformationOldShareFlags': '0x0', 'ShareInformationNewShareFlags': '0x800', 'ShareInformationOldSD': 'O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD)', 'ShareInformationNewSD': 'O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD) '}",A network share object was modified.  Subject: Security ID: W8R2\wsmith Account Name: wsmith Account Domain: W8R2 Logon ID: 0x475b7 Share Information: Object Type: Directory Share Name: \\*\AcmeAccounting Share Path: C:\AcmeAccounting Old Remark: N/A New Remark: N/A Old MaxUsers: 0xffffffff New Maxusers: 0xffffffff Old ShareFlags: 0x0 New ShareFlags: 0x800 Old SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD) New SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD) ,5143,"['A network share object was modified.', 'Subject:', 'Security ID: W8R2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: W8R2', 'Logon ID: 0x475b7', 'Share Information:', 'Object Type: Directory', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\AcmeAccounting', 'Share Path: C:\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\AcmeAccounting', 'Old Remark: N/A', 'New Remark: N/A', 'Old MaxUsers: 0xffffffff', 'New Maxusers: 0xffffffff', 'Old ShareFlags: 0x0', 'New ShareFlags: 0x800', 'Old SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD)', 'New SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD)']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Share Information:(?:\s+|\S)Object Type:(?:\s+|\S)(?P<ShareInformationObjectType>.*)\s+Share Name:(?:\s+|\S)(?P<ShareInformationShareName>.*)\s+Share Path:(?:\s+|\S)(?P<ShareInformationSharePath>.*)\s+Old Remark:(?:\s+|\S)(?P<ShareInformationOldRemark>.*)\s+New Remark:(?:\s+|\S)(?P<ShareInformationNewRemark>.*)\s+Old MaxUsers:(?:\s+|\S)(?P<ShareInformationOldMaxUsers>.*)\s+New Maxusers:(?:\s+|\S)(?P<ShareInformationNewMaxusers>.*)\s+Old ShareFlags:(?:\s+|\S)(?P<ShareInformationOldShareFlags>.*)\s+New ShareFlags:(?:\s+|\S)(?P<ShareInformationNewShareFlags>.*)\s+Old SD:(?:\s+|\S)(?P<ShareInformationOldSD>.*)\s+New SD:(?:\s+|\S)(?P<ShareInformationNewSD>.*)
"{'Description': 'A network share object was deleted. ', 'SubjectSID': 'W8R2\\wsmith', 'SubjectAccountName': 'wsmith', 'SubjectAccountDomain': 'W8R2', 'SubjectLogonID': '0x475b7', 'SubjectShareInformation': '', 'SubjectShareName': '\\\\*\\AcmeAccounting', 'SubjectSharePath': 'C:\\AcmeAccounting '}",A network share object was deleted.  Subject: Security ID: W8R2\wsmith Account Name: wsmith Account Domain: W8R2 Logon ID: 0x475b7 Share Information:  Share Name: \\*\AcmeAccounting Share Path: C:\AcmeAccounting ,5144,"['A network share object was deleted.', 'Subject:', 'Security ID: W8R2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: W8R2', 'Logon ID: 0x475b7', 'Share Information: ', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\AcmeAccounting', 'Share Path: C:\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\AcmeAccounting']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Share Information:(?:\s+|\S)(?P<SubjectShareInformation>.*)\s+Share Name:(?:\s+|\S)(?P<SubjectShareName>.*)\s+Share Path:(?:\s+|\S)(?P<SubjectSharePath>.*)
{},A network share object was checked to see whether client can be granted desired access. Subject: Security ID: SYSTEM Account Name: WIN-KOSWZXC03L0$ Account Domain: W8R2 Logon ID: 0x86d584 Network Information:  Object Type: File Source Address: fe80::507a:5bf7:2a72:c046 Source Port: 55490  Share Information: Share Name: \\*\SYSVOL Share Path: \??\C:\Windows\SYSVOL\sysvol Relative Target Name: w8r2.com\Policies\{6AC1786C-016F-11D2-945F-00C04fB984F9}\Machine\Microsoft\Windows NT\Audit\audit.csv Access Request Information: Access Mask: 0x120089 Accesses: READ_CONTROL SYNCHRONIZE ReadData (or ListDirectory) ReadEA ReadAttributes  Access Check Results: READ_CONTROL: Granted by Ownership SYNCHRONIZE: Granted byD:(A;;0x1200a9;;;WD) ReadData (or ListDirectory): Granted byD:(A;;0x1200a9;;;WD) ReadEA: Granted byD:(A;;0x1200a9;;;WD) ReadAttributes: Granted byD:(A;;0x1200a9;;;WD)   ,5145,"['A network share object was checked to see whether client can be granted desired access.', 'Subject:', 'Security ID: SYSTEM', 'Account Name: WIN-KOSWZXC03L0$', 'Account Domain: W8R2', 'Logon ID: 0x86d584', 'Network Information: ', 'Object Type: File', 'Source Address: fe80::507a:5bf7:2a72:c046', 'Source Port: 55490', 'Share Information:', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\SYSVOL', 'Share Path: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\??\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\C:\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\SYSVOL\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\sysvol', 'Relative Target Name: w8r2.com\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Policies\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{6AC1786C-016F-11D2-945F-00C04fB984F9}\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Machine\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Microsoft\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Windows NT\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Audit\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\audit.csv', 'Access Request Information:', 'Access Mask: 0x120089', 'Accesses: READ_CONTROL', 'SYNCHRONIZE', 'ReadData (or ListDirectory)', 'ReadEA', 'ReadAttributes', 'Access Check Results:', 'READ_CONTROL: Granted by Ownership', 'SYNCHRONIZE: Granted byD:(A;;0x1200a9;;;WD)', 'ReadData (or ListDirectory): Granted byD:(A;;0x1200a9;;;WD)', 'ReadEA: Granted byD:(A;;0x1200a9;;;WD)', 'ReadAttributes: Granted byD:(A;;0x1200a9;;;WD)']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Network Information:(?:\s+|\S)(?P<SubjectNetworkInformation>.*)\s+Object Type:(?:\s+|\S)(?P<SubjectObjectType>.*)\s+Source Address:(?:\s+|\S)(?P<SubjectSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<SubjectSourcePort>.*)\s+Share Information:(?:\s+|\S)Share Name:(?:\s+|\S)(?P<ShareInformationShareName>.*)\s+Share Path:(?:\s+|\S)(?P<ShareInformationSharePath>.*)\s+Relative Target Name:(?:\s+|\S)(?P<ShareInformationRelativeTargetName>.*)\s+Access Request Information:(?:\s+|\S)Access Mask:(?:\s+|\S)(?P<AccessRequestInformationAccessMask>.*)\s+Accesses:(?:\s+|\S)(?P<AccessRequestInformationAccesses>.*)\s+(?P<Description2>.*)\s+(?P<Description3>.*)\s+(?P<Description4>.*)\s+(?P<Description5>.*)\s+Access Check Results:(?:\s+|\S)READ_CONTROL:(?:\s+|\S)(?P<AccessCheckResultsREAD_CONTROL>.*)\s+SYNCHRONIZE:(?:\s+|\S)(?P<AccessCheckResultsSYNCHRONIZE>.*)\s+ReadData \(or ListDirectory\):(?:\s+|\S)(?P<AccessCheckResultsReadDataorListDirectory>.*)\s+ReadEA:(?:\s+|\S)(?P<AccessCheckResultsReadAttributes>.*)\s+ReadAttributes:(?:\s+|\S)(?P<AccessCheckResultsReadAttributes>.*)
"{'Description': 'The Windows Filtering Platform has blocked a packet.', 'NetworkInformationDirection': '%1', 'NetworkInformationSourceAddress': '%2', 'NetworkInformationDestinationAddress': '%3', 'NetworkInformationEtherType': '%4', 'NetworkInformationVlanTag': '%5', 'NetworkInformationvSwitchId': '%6', 'NetworkInformationSourcevSwitchPort': '%7', 'NetworkInformationDestinationvSwitchPort': '%8', 'FilterInformationFilterRunTimeID': '%9', 'FilterInformationLayerName': '%10', 'FilterInformationLayerRunTimeID': '%11 '}",The Windows Filtering Platform has blocked a packet. Network Information: Direction:   %1 Source Address:  %2 Destination Address: %3 EtherType:   %4 VlanTag:   %5 vSwitchId:   %6 Source vSwitch Port: %7 Destination vSwitch Port:  %8 Filter Information: Filter Run-Time ID:  %9 Layer Name:   %10 Layer Run-Time ID:  %11 ,5146,"['The Windows Filtering Platform has blocked a packet.', 'Network Information:', 'Direction:   %1', 'Source Address:  %2', 'Destination Address: %3', 'EtherType:   %4', 'VlanTag:   %5', 'vSwitchId:   %6', 'Source vSwitch Port: %7', 'Destination vSwitch Port:  %8', 'Filter Information:', 'Filter Run-Time ID:  %9', 'Layer Name:   %10', 'Layer Run-Time ID:  %11']",(?P<Description>.*)\s+Network Information:(?:\s+|\S)Direction:(?:\s+|\S)(?P<NetworkInformationDirection>.*)\s+Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Destination Address:(?:\s+|\S)(?P<NetworkInformationDestinationAddress>.*)\s+EtherType:(?:\s+|\S)(?P<NetworkInformationEtherType>.*)\s+VlanTag:(?:\s+|\S)(?P<NetworkInformationVlanTag>.*)\s+vSwitchId:(?:\s+|\S)(?P<NetworkInformationvSwitchId>.*)\s+Source vSwitch Port:(?:\s+|\S)(?P<NetworkInformationSourcevSwitchPort>.*)\s+Destination vSwitch Port:(?:\s+|\S)(?P<NetworkInformationDestinationvSwitchPort>.*)\s+Filter Information:(?:\s+|\S)Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
"{'Description': 'A more restrictive Windows Filtering Platform filter has blocked a packet.', 'NetworkInformationDirection': '%1', 'NetworkInformationSourceAddress': '%2', 'NetworkInformationDestinationAddress': '%3', 'NetworkInformationEtherType': '%4', 'NetworkInformationVlanTag': '%5', 'NetworkInformationvSwitchId': '%6', 'NetworkInformationSourcevSwitchPort': '%7', 'NetworkInformationDestinationvSwitchPort': '%8', 'FilterInformationFilterRunTimeID': '%9', 'FilterInformationLayerName': '%10', 'FilterInformationLayerRunTimeID': '%11 '}",A more restrictive Windows Filtering Platform filter has blocked a packet. Network Information: Direction:   %1 Source Address:  %2 Destination Address:  %3 EtherType:   %4 VlanTag:   %5 vSwitchId:   %6 Source vSwitch Port:   %7 Destination vSwitch Port:  %8 Filter Information: Filter Run-Time ID:  %9 Layer Name:   %10 Layer Run-Time ID:  %11 ,5147,"['A more restrictive Windows Filtering Platform filter has blocked a packet.', 'Network Information:', 'Direction:   %1', 'Source Address:  %2', 'Destination Address:  %3', 'EtherType:   %4', 'VlanTag:   %5', 'vSwitchId:   %6', 'Source vSwitch Port:   %7', 'Destination vSwitch Port:  %8', 'Filter Information:', 'Filter Run-Time ID:  %9', 'Layer Name:   %10', 'Layer Run-Time ID:  %11']",(?P<Description>.*)\s+Network Information:(?:\s+|\S)Direction:(?:\s+|\S)(?P<NetworkInformationDirection>.*)\s+Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Destination Address:(?:\s+|\S)(?P<NetworkInformationDestinationAddress>.*)\s+EtherType:(?:\s+|\S)(?P<NetworkInformationEtherType>.*)\s+VlanTag:(?:\s+|\S)(?P<NetworkInformationVlanTag>.*)\s+vSwitchId:(?:\s+|\S)(?P<NetworkInformationvSwitchId>.*)\s+Source vSwitch Port:(?:\s+|\S)(?P<NetworkInformationSourcevSwitchPort>.*)\s+Destination vSwitch Port:(?:\s+|\S)(?P<NetworkInformationDestinationvSwitchPort>.*)\s+Filter Information:(?:\s+|\S)Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
{'NetworkInformation': 'Type:  %1'},Network Information: Type:  %1,5148,"['Network Information:,Type:  %1']",Network Information:(?:\s+|\S)(?P<NetworkInformation>.*)
{'NetworkInformation': 'Type:  %1 Packets Discarded:   %2'},Network Information: Type:  %1 Packets Discarded:   %2,5149,"['Network Information:,Type:  %1,Packets Discarded: %2']",Network Information:(?:\s+|\S)(?P<NetworkInformation>.*)
{'NetworkInformation': 'Direction:  %1 Source Address:  %2 Destination Address: %3 EtherType:  %4 EncapMethod:  %5 SnapControl:  %6 SnapOui:  %7 VlanTag:   %8 Filter Information:Filter Run-Time ID: %9 Layer Name:  %10 Layer Run-Time ID: %11'},Network Information: Direction:  %1 Source Address:  %2 Destination Address: %3 EtherType:  %4 EncapMethod:  %5 SnapControl:  %6 SnapOui:  %7 VlanTag:   %8 Filter Information:Filter Run-Time ID: %9 Layer Name:  %10 Layer Run-Time ID: %11,5150,"['Network Information:,Direction:  %1,Source Address:  %2,Destination Address: %3,EtherType:  %4,EncapMethod:  %5,SnapControl:  %6,SnapOui:  %7,VlanTag:   %8,Filter Information:,Filter Run-Time ID: %9,Layer Name:  %10,Layer Run-Time ID: %11']",Network Information:(?:\s+|\S)(?P<NetworkInformation>.*)
{'Description': 'We have not been able to produce this event. '},We have not been able to produce this event. ,5151,['We have not been able to produce this event.'],(?P<Description>.*)
"{'Description': 'The Windows Filtering Platform blocked a packet.', 'ApplicationInformationProcessID': '1132', 'ApplicationInformationApplicationName': '\\device\\harddiskvolume1\\windows\\system32 \\svchost.exe', 'NetworkInformationDirection': 'Inbound', 'NetworkInformationSourceAddress': '224.0.0.252', 'NetworkInformationSourcePort': '5355', 'NetworkInformationDestinationAddress': '10.42.42.213', 'NetworkInformationDestinationPort': '56253', 'NetworkInformationProtocol': '17', 'FilterInformationFilterRunTimeID': '0', 'FilterInformationLayerName': 'Receive/Accept', 'FilterInformationLayerRunTimeID': '44  '}",The Windows Filtering Platform blocked a packet. Application Information:  Process ID:  1132 Application Name: \device\harddiskvolume1\windows\system32 \svchost.exe Network Information:  Direction:  Inbound Source Address:  224.0.0.252 Source Port:  5355 Destination Address: 10.42.42.213 Destination Port:  56253 Protocol:  17 Filter Information:  Filter Run-Time ID: 0 Layer Name:  Receive/Accept Layer Run-Time ID: 44  ,5152,"['The Windows Filtering Platform blocked a packet.', 'Application Information:', ' Process ID:  1132', 'Application Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\system32 \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\svchost.exe', 'Network Information:', ' Direction:  Inbound', 'Source Address:  224.0.0.252', 'Source Port:  5355', 'Destination Address: 10.42.42.213', 'Destination Port:  56253', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID: 0', 'Layer Name:  Receive/Accept', 'Layer Run-Time ID: 44']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Direction:(?:\s+|\S)(?P<NetworkInformationDirection>.*)\s+Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Destination Address:(?:\s+|\S)(?P<NetworkInformationDestinationAddress>.*)\s+Destination Port:(?:\s+|\S)(?P<NetworkInformationDestinationPort>.*)\s+Protocol:(?:\s+|\S)(?P<NetworkInformationProtocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
"{'Description': 'A more restrictive Windows Filtering Platform filter has blocked a packet.', 'ApplicationInformationProcessID': '%1', 'ApplicationInformationApplicationName': '%2 '}",A more restrictive Windows Filtering Platform filter has blocked a packet. Application Information: Process ID: %1 Application Name: %2 ,5153,"['A more restrictive Windows Filtering Platform filter has blocked a packet.', 'Application Information:', 'Process ID: %1', 'Application Name: %2']",(?P<Description>.*)\s+Application Information:(?:\s+|\S)Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)
"{'Description': 'The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.', 'ApplicationInformationProcessID': '1648', 'ApplicationInformationApplicationName': '\\device\\harddiskvolume1\\windows\\system32\\dns.exe', 'NetworkInformationSourceAddress': '10.42.42.223', 'NetworkInformationSourcePort': '53', 'NetworkInformationProtocol': '6', 'FilterInformationFilterRunTimeID': '65884', 'FilterInformationLayerName': 'Listen', 'FilterInformationLayerRunTimeID': '40  '}",The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections. Application Information:  Process ID:  1648 Application Name: \device\harddiskvolume1\windows\system32\dns.exe Network Information:  Source Address:  10.42.42.223 Source Port:  53 Protocol:  6 Filter Information:  Filter Run-Time ID: 65884 Layer Name:  Listen Layer Run-Time ID: 40  ,5154,"['The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.', 'Application Information:', ' Process ID:  1648', 'Application Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\dns.exe', 'Network Information:', ' Source Address:  10.42.42.223', 'Source Port:  53', 'Protocol:  6', 'Filter Information:', ' Filter Run-Time ID: 65884', 'Layer Name:  Listen', 'Layer Run-Time ID: 40']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Protocol:(?:\s+|\S)(?P<NetworkInformationProtocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
